lg_country_code,report_date,sessions,transactions,successful_orders,gmv_eur,healthy_ns,total_availability_sessions
my,2026-05-01,1178793,250604,282922,1920228.13,1016672,1097796
se,2025-09-28,218803,68825,57524,1709064.25,160096,194035
bd,2025-12-22,252241,60171,65455,282805.61,204623,226076
cz,2025-11-15,137966,42885,41831,851374.45,109455,119601
pk,2025-10-08,883552,229893,232195,950267.92,753448,786458
t3,2025-10-08,1805735,582803,353730,3361621.14,1639339,1703655
pk,2026-05-15,1153870,300559,297644,1392492.98,1015882,1051209
t3,2026-04-09,1992745,600867,348998,3499741.83,1865504,1910669
se,2026-04-05,217767,58062,51501,1573788.82,160039,202017
bd,2026-02-03,261918,58754,64020,288577.42,223141,243596
kh,2026-06-08,107071,24913,26958,154446.32,94748,97601
bd,2026-01-22,259466,63006,67608,301395.67,223411,240578
hu,2026-01-22,120071,38884,35005,629638.81,102565,109144
hk,2025-09-16,315147,75301,59215,1178313.93,284185,292580
tw,2026-04-06,1536920,464617,507342,4229723.42,1426987,1465393
t3,2026-02-04,1792889,578274,348963,3394425.82,1569719,1617758
at,2025-11-03,102877,35194,30078,898509,80952,88391
bd,2026-06-09,305594,68133,72710,332789.4,237493,278570
tw,2026-06-09,1419224,411254,440858,3607576.42,1282062,1353703
la,2026-06-09,36063,10866,12026,51874.37,30170,33982
t3,2026-05-13,1991219,630470,398476,3830672.38,1862671,1916186
mm,2026-05-13,133729,33226,36380,242489.69,110598,121065
t3,2025-11-17,1730475,559414,344831,3253675.7,1565871,1625091
pk,2026-02-19,789204,158593,161168,773753.33,633039,700520
se,2025-08-09,182814,54791,44630,1337719.54,138200,159313
se,2025-07-17,147030,38547,31488,912407.64,106798,124110
bd,2025-12-13,256060,63642,68998,304275.54,209922,232696
hk,2026-04-18,354458,98371,84744,1730091.1,331139,337544
pk,2026-01-09,1008567,270883,266724,1167180.22,876165,927350
se,2026-06-06,198363,59746,51695,1598998.55,154808,185267
t3,2026-06-06,2069496,651936,399649,4219465.96,1921095,1982605
sg,2026-06-06,291179,90102,89600,1885517.52,267677,268829
hk,2025-10-24,315653,81210,64360,1310383.74,283182,290330
cz,2025-09-19,129258,41861,41113,744358.63,100882,110534
t3,2025-12-12,1746906,596876,363130,3487734.48,1613512,1670406
sg,2026-05-25,236003,71332,66823,1305217.83,215502,217676
ph,2026-02-16,1292538,324754,354621,2273657.65,1118335,1193130
ph,2025-11-05,1234385,308509,341432,2181936.8,1002873,1129088
se,2025-11-05,168417,45355,38822,1094268.53,128796,145105
mm,2025-07-16,127531,29110,33744,194690.5,100718,108704
se,2025-07-16,146204,38312,31745,918530.98,107781,126317
mm,2025-11-30,131672,32394,36156,225841.47,109890,119378
pk,2026-01-21,912794,246097,242943,1047245.71,820006,846377
pk,2026-04-04,1222226,302445,298727,1401668.45,969104,1113133
my,2026-04-04,1033419,241421,272613,1812402.43,909556,952015
t3,2025-09-18,1731377,582658,370560,3460692.19,1570205,1635775
ph,2026-03-23,1212476,316819,353027,2150029.32,1048491,1104011
no,2026-02-02,70526,15342,15485,561236.38,60847,64858
hu,2026-02-02,107900,32147,29242,519642.88,89131,97864
kh,2026-02-02,111498,25726,27960,166371.14,100138,102729
hk,2026-01-06,290028,78050,61327,1189849.02,268345,273798
mm,2025-10-13,119892,29474,32833,196608.78,98280,105032
hk,2025-07-30,328747,79060,64765,1270710.33,293771,299498
no,2025-12-29,73663,16915,16783,622023.19,61270,67578
mm,2025-12-29,118574,29236,32416,189096.59,102831,107668
la,2026-04-15,33303,5315,5358,23291.13,17814,30951
cz,2026-06-04,119155,37875,37299,684919.35,97457,107236
hu,2026-06-04,134439,43411,40122,789787.47,110518,121670
cz,2025-09-07,112786,34415,33436,639872.19,84060,97281
t3,2026-02-13,1997038,628469,359942,3586944.53,1850182,1919624
kh,2025-11-08,135410,25038,27154,168468.03,111546,116460
no,2025-09-06,88582,21717,20338,767772.52,75426,80967
no,2026-01-07,71124,15397,15334,551018.71,61643,65555
la,2026-04-16,34676,4995,5098,22771.12,16947,32028
my,2026-03-21,774503,108150,102051,754508.09,520048,696834
t3,2026-06-05,2014134,634234,384567,3909944.8,1871366,1932813
mm,2026-06-19,130434,33496,36531,254533.67,107148,118248
tw,2026-06-30,1239596,394575,422611,3405324.18,1128632,1161584
pk,2026-06-30,1197034,285483,275624,1354496.94,1011114,1051950
hu,2025-11-07,150007,48405,42710,808104,124189,133603
bd,2025-07-28,302236,60504,64210,270464.51,204308,266463
pk,2025-07-28,900050,218543,217473,886125.81,737333,780865
la,2026-01-04,33276,9936,11026,47326.83,27364,31135
tw,2025-10-11,1576989,500903,544682,4651661.29,1461919,1486226
ph,2025-08-28,1236915,312719,349003,2217031.74,1020980,1124769
pk,2026-04-27,1037016,261858,257951,1165753.74,872450,930928
tw,2026-02-11,1299969,413105,443977,3534073.49,1205968,1248769
tw,2025-11-21,1329892,425496,455605,3675182.32,1234304,1252085
my,2026-04-28,1064796,227221,260821,1608733.47,950964,984531
pk,2026-04-28,1073540,269369,266136,1217123.05,901625,966006
ph,2025-10-15,1289471,339442,380105,2416119.32,1111301,1182304
sg,2025-10-15,211963,62537,62086,1177723.62,193282,194133
at,2026-01-18,134372,49915,40925,1242786.78,114733,122302
hu,2026-03-06,143618,46467,42252,823860.64,114902,122368
at,2026-06-02,99673,33865,28917,868655.15,79922,91323
hk,2025-08-27,321339,82025,67189,1313519,290488,299617
se,2026-04-29,168027,46754,42885,1239614.41,138916,155885
la,2026-04-29,32210,8823,9646,39995.45,26442,29911
hu,2025-11-09,127529,38203,34089,656909.57,89286,109028
t3,2025-12-02,1713408,550461,340291,3262092.68,1562752,1614955
hu,2026-02-12,130032,42896,39128,723314.13,110786,117515
cz,2026-01-16,161298,49631,48327,944776.84,133585,143453
no,2025-12-16,79067,18789,18799,665408.06,68955,73094
mm,2026-06-13,138263,35472,38764,276613.13,114915,127722
ph,2025-10-17,1333074,355146,397103,2545750.41,1155360,1225266
at,2025-10-17,109408,39707,32953,1012142.58,90366,96480
hk,2025-10-17,311481,80381,63669,1322837.58,281716,290581
cz,2026-03-04,127467,37323,37118,669843.32,105505,111506
cz,2026-03-30,115831,33854,34338,608788.67,94311,100666
my,2025-08-16,1059883,223598,248915,1554143.04,914338,952656
sg,2026-02-23,212008,52704,49265,995351.02,194760,195876
cz,2026-02-23,125448,34848,34560,621061.08,103307,110053
cz,2025-12-19,158904,52604,51285,997824.15,125859,139935
cz,2026-01-02,142890,41076,40043,795627.92,115327,127173
mm,2025-11-23,126647,31033,34366,223647.21,107391,114524
t3,2026-04-12,2078799,656246,390748,4189197.29,1936200,1998779
ph,2026-04-12,1313666,369877,410306,2586155.99,1146587,1213083
bd,2025-09-22,281914,61957,67866,275396.78,218429,254250
ph,2025-10-16,1296889,344950,386083,2459833.17,1124509,1189096
cz,2025-07-08,122212,35865,35478,612946.9,95236,101718
bd,2026-03-05,269528,56313,60713,304390.93,211361,241980
kh,2026-03-31,110552,26430,28798,165831.26,97461,100375
ph,2026-04-11,1312370,364116,403800,2552686.17,1155091,1216546
hu,2026-01-17,140941,40856,35603,706545,114071,128948
pk,2026-01-17,1025112,269261,269594,1210142.22,892911,950700
ph,2026-05-08,1469655,386453,426715,2716778.6,1290367,1370870
no,2026-05-08,82324,21616,20129,845850.37,74346,77338
no,2025-12-18,81474,19850,19715,712784.97,71607,75630
ph,2025-12-18,1343343,361479,401219,2662761.84,1101215,1240330
la,2026-06-29,38952,11077,11843,51500.58,29171,33372
mm,2026-06-29,154783,35726,36428,256471.92,112482,125418
kh,2026-06-11,108740,26401,28401,164996.51,97226,99899
mm,2026-03-02,136451,33533,36889,243726.57,114756,124935
at,2026-04-23,97023,33459,29603,892883.17,77970,81964
bd,2026-02-24,250377,48551,53058,247046.8,200676,230856
bd,2026-02-10,274996,62747,67819,323602.52,232687,253703
kh,2025-09-10,139127,25676,27964,160462.85,116703,120467
sg,2025-08-04,223361,60617,58920,1145163.53,196961,198306
bd,2025-10-30,305577,69293,74353,328903.13,244065,271858
se,2025-08-17,192448,53860,48333,1422655.46,135973,165573
tw,2026-04-24,1354991,412349,443026,3576736.74,1258222,1296955
tw,2025-08-03,1626380,399106,427941,3892565.23,1458960,1518630
ph,2025-10-19,1429103,352135,397772,2602107.21,1040638,1321622
sg,2026-06-12,258245,77219,71396,1458383.21,239992,240716
hk,2025-09-24,228791,12872,6153,106002.01,29391,220848
hu,2026-03-18,126997,32344,36673,642339.55,103941,112572
mm,2025-10-18,124890,32072,35983,227073.53,104581,113390
cz,2026-01-01,161897,32859,28530,596631.79,61775,142441
my,2026-04-10,922361,216125,253857,1571955.64,820198,866179
at,2025-12-06,115759,40177,33237,1080265.07,97597,104545
tw,2025-12-06,1444300,486427,520672,4367903.29,1361417,1384642
cz,2025-12-21,130143,41656,40676,826413.44,100399,114478
la,2026-01-26,30543,9152,10046,40883.36,26199,28229
pk,2026-01-26,916442,228470,227542,985756.8,768068,833806
sg,2026-05-02,282884,86390,86506,1788116.56,264804,265887
kh,2025-11-14,143706,25894,28092,162305.45,123088,127238
se,2026-03-28,237809,71159,62006,1954551.01,194909,216581
sg,2026-03-28,293999,86000,86566,1804584.68,267388,272431
la,2025-07-24,33866,8908,9867,38442.61,27975,29925
kh,2025-09-12,142202,26292,28775,167315.51,118571,123814
mm,2025-09-12,128956,31639,35698,214487.37,106993,112444
sg,2025-12-20,218238,68806,69750,1451399.1,203245,204054
ph,2026-05-17,1491468,390842,425777,2709223.15,1258900,1371431
at,2026-06-24,95086,32957,28376,851289.36,75443,85807
cz,2026-06-24,127477,39053,38184,719673.89,102148,113655
tw,2026-05-03,1432373,470706,513512,4316893.31,1350731,1369450
no,2026-05-03,108128,29663,27749,1094241.75,95631,102136
hu,2026-03-15,149515,32139,34086,668309.45,95508,135080
hu,2025-11-27,134235,42046,37812,663368.78,113121,121479
kh,2025-11-27,134820,24794,27073,154072.38,116928,120458
mm,2026-06-10,132222,32957,35837,247332.32,109129,121598
kh,2026-06-10,110619,25890,27861,159858.26,98572,101200
bd,2026-01-27,257513,61007,66312,280036.73,221743,238618
sg,2025-12-09,188448,59016,58610,1128842.96,175289,176705
bd,2025-09-11,294838,66664,72842,315075.4,235674,266604
t3,2026-04-22,1992987,636317,390284,3712210.21,1862071,1919845
bd,2025-08-19,282182,61851,68231,280351.26,221627,247801
mm,2026-03-26,137959,34194,37867,255595.52,112265,124105
kh,2026-03-01,114128,27715,30233,194448.32,101348,104791
mm,2026-03-01,132906,33292,36664,240580.02,112434,122064
bd,2026-06-21,345875,62171,62311,289940.87,9872,15516
hu,2026-06-21,125458,39592,35605,774853.91,2140,2225
kh,2025-11-02,143779,26270,28696,182663,115013,120463
bd,2025-11-02,293249,65463,70507,304276.28,234463,259654
t3,2026-01-13,1924530,618406,373333,3583670.67,1733570,1845742
ph,2025-09-29,1211305,301267,342560,2100517.45,997962,1113004
kh,2025-11-16,140799,27416,29808,188718.09,121653,126049
sg,2026-01-24,242286,76635,76800,1627789.14,231170,231621
tw,2026-03-13,1288678,394963,444478,3561240.57,1167478,1186932
hk,2026-03-13,333682,81046,68010,1410817.18,300178,308516
la,2026-05-01,35038,9654,10670,47985.51,28289,32243
at,2026-03-12,109097,34727,32323,969481.97,91027,96532
my,2025-11-01,1109634,234313,256094,1604696.38,943112,989049
cz,2026-02-06,144400,45532,44810,871461.62,119707,126644
mm,2026-05-16,137038,34227,37588,264649.85,117794,124352
at,2026-01-11,140283,50583,39721,1230455.85,119087,127748
hk,2025-10-08,293635,74612,58160,1156509.8,266239,274567
la,2025-11-29,33612,9361,10430,44608.02,28456,30647
mm,2025-07-29,130836,32228,35901,207833.03,107239,112926
tw,2025-10-23,1480216,427440,460592,3746142.11,1334199,1384607
cz,2026-05-12,130389,40440,39666,741090.9,109146,116316
tw,2026-05-12,1188414,388200,419212,3301446.94,1116171,1129154
hu,2025-09-17,118344,36499,33301,570073.81,92137,98290
sg,2025-07-15,205983,56227,57860,1124991.71,186648,187787
la,2025-11-04,34962,8697,9533,40816.88,28773,31670
my,2026-02-03,852112,209463,238700,1455269.49,784328,805679
tw,2026-05-26,1249225,400703,430205,3385121.89,1161237,1182975
no,2025-10-22,73256,16842,15861,568704.36,60611,64515
pk,2025-11-18,895533,233057,231007,961857.13,771427,802260
sg,2026-01-22,202868,62059,58112,1150815.09,190620,190955
kh,2025-08-21,156705,30548,33321,183599.35,136002,140395
la,2025-09-16,33471,9076,10085,39240.41,28265,29847
my,2026-04-06,977473,217873,246194,1549884.33,854977,899260
at,2026-04-06,138978,46816,38326,1183695.41,116590,125713
se,2026-02-04,162797,43430,37987,1175549.64,133646,149233
sg,2025-12-10,205131,61425,57126,1136694.48,192469,193502
hk,2025-11-03,304555,78680,60914,1191305.19,274009,281189
mm,2026-02-18,122075,31218,34352,211762.68,106715,111965
no,2026-05-28,78989,18280,17075,681799.04,67331,74720
my,2025-07-13,1048376,210883,252538,1522921.29,895596,935919
tw,2025-09-02,1333679,400080,433373,3446760.8,1221474,1245655
no,2026-03-11,72357,16831,16545,624074.77,63149,66383
bd,2026-02-19,244313,39904,43126,219654.22,184912,223398
my,2026-02-19,724779,128230,141387,1026168.79,612595,672406
cz,2025-09-01,112236,33201,32648,568691.94,85531,95216
at,2025-08-09,92672,32665,27327,845937.77,74832,81108
no,2025-08-09,87670,21175,20005,743767.83,72307,78013
cz,2026-02-15,145043,42546,41365,852738.43,113190,128645
sg,2025-07-17,215324,60637,61182,1179993.96,195171,196296
la,2025-12-13,32596,9099,9910,41081.14,28277,30802
la,2025-09-30,34467,8785,9688,38744.09,27020,30886
no,2025-09-30,73671,16020,15073,531352.29,62031,66805
cz,2026-01-20,127902,39261,38773,701642.55,106047,112579
no,2025-09-05,86304,20658,19254,726251.05,73949,78659
no,2025-10-24,92765,23058,21502,822515.75,78184,82082
my,2026-05-11,1002846,221825,252548,1547620.34,894145,924285
mm,2026-05-25,136274,33009,36010,244067.88,107914,124834
kh,2025-07-16,139963,27492,30109,172852.74,119972,123489
cz,2025-11-19,125528,39812,39542,706797.09,101629,107953
sg,2025-11-19,215447,62568,59575,1154240.7,199377,200123
bd,2025-11-30,338239,70274,76801,308193.57,260870,308232
hk,2026-01-21,302781,79289,62089,1215440.5,283623,288921
at,2025-08-22,101161,34069,28564,859362.16,80869,87538
tw,2025-08-22,1418264,442965,477317,3934539.53,1291825,1314976
t3,2025-08-22,1791217,616479,390599,3639685.23,1606236,1682424
ph,2025-07-01,1210739,295543,331803,2168989.39,1014134,1092439
pk,2025-09-18,886681,228234,233614,947883.84,759627,786484
no,2026-04-19,123611,34740,33487,1322763.82,110194,117422
t3,2026-04-19,2046042,657078,414364,4277366.81,1913881,1977369
cz,2025-12-26,137444,29371,27066,558946.45,75399,119090
at,2026-05-22,100084,35490,29783,923426.69,85164,90495
ph,2025-10-13,1222006,313920,352675,2169647.57,1053277,1121398
hk,2026-04-01,323530,83713,68480,1339641.24,298824,304073
mm,2026-03-20,140831,31900,38753,257087.65,118611,126115
kh,2025-07-05,136120,26638,29355,174997.57,115146,119218
mm,2026-03-09,129208,32821,36100,231396.49,110115,117442
pk,2026-06-04,1140092,279826,273013,1300893.36,919880,1025856
la,2026-06-04,37011,10892,12071,53084.9,30807,34713
cz,2025-12-15,136914,43260,42725,776035.1,109923,120203
my,2025-11-08,1084971,236548,264153,1631591.61,948442,990879
at,2025-08-25,95546,30747,26333,768516.62,74950,81578
at,2026-02-14,121526,41492,34859,1143844.8,103033,110410
cz,2025-10-12,123623,38607,38127,740154.15,93048,107336
cz,2025-07-04,125357,36001,34618,619156.94,89898,104112
pk,2025-07-04,960086,203582,209490,884163.52,744393,836616
t3,2026-02-28,1925946,584200,385143,3904377.72,1782050,1853102
cz,2025-08-10,115924,35070,33511,642883.06,77992,92337
hk,2026-06-30,324713,83929,67180,1409129.6,296972,304611
at,2025-07-28,96991,31641,27068,809550.37,75453,82410
my,2026-01-04,909631,208735,231149,1484288.49,807680,845350
ph,2025-10-11,1337667,354892,405180,2678925.77,1146744,1234721
tw,2026-04-13,1168426,390442,421037,3256870.05,1100110,1113633
cz,2025-08-14,127539,39737,38572,696406.34,89802,98716
ph,2026-03-07,1349661,378794,416325,2747943.63,1182823,1246190
kh,2025-12-17,103025,24531,26427,151613.98,91788,94795
la,2025-08-13,35908,9140,10806,41610.23,29993,31606
tw,2025-08-13,1322092,280402,318263,2669552.26,1145657,1199245
no,2026-02-11,73483,16629,16662,623307.7,64518,68004
tw,2026-04-28,1197589,389172,418860,3236174.52,1123331,1135511
bd,2026-06-16,303058,69392,74655,342222.18,243939,275267
pk,2026-05-20,1109268,293849,284348,1323798.17,971153,1001749
sg,2026-05-20,245318,73503,67519,1321850.5,224381,227402
my,2026-03-06,828010,176144,196514,1336314.56,711825,760214
bd,2026-01-30,277614,67757,73605,337553.46,223475,256119
ph,2026-04-29,1346714,363094,400418,2462553.54,1179322,1247041
sg,2025-11-09,287721,86946,87629,1791307.81,264942,265746
hk,2026-01-31,367148,96904,85494,1749774.88,339942,351469
hu,2026-01-31,125025,36695,31949,653731.52,102928,112792
pk,2026-01-31,1010378,274378,275430,1234459.6,889704,927116
mm,2026-01-16,115897,30203,33399,205457.52,101227,105585
hk,2025-11-24,301110,77685,60388,1195968.77,274469,282178
cz,2026-03-19,133172,34605,40018,726981.53,109468,116203
se,2026-03-30,163292,40750,37459,1093502.86,124071,145278
t3,2026-03-30,1929516,566385,338324,3434677.33,1778623,1836230
bd,2026-04-25,308195,70563,76365,348012.29,250509,278534
sg,2026-04-25,298274,92143,92245,1909066.69,278508,280132
cz,2025-12-30,130707,38629,38174,763257.79,104399,115795
mm,2026-01-02,114186,28861,31981,202740.56,98440,103764
hu,2025-11-23,121681,36310,32254,622141.32,89739,110117
cz,2025-10-02,119959,36769,36746,648771.18,95274,102949
tw,2025-10-02,1321207,410456,444241,3528897.88,1220438,1238948
tw,2025-09-22,1349334,391041,424220,3426843.2,1227361,1270178
bd,2025-10-16,295963,68085,74141,334552.56,237110,266758
kh,2025-10-16,150525,26460,29373,167581.92,119241,123383
tw,2025-07-08,1496832,411110,446238,3848507.06,1340234,1396460
pk,2025-07-08,941544,202275,210562,853480.74,735947,832315
sg,2025-07-08,206128,57601,60294,1143556.87,183121,184302
pk,2025-08-29,950881,235458,236777,995527.63,786156,839979
pk,2026-06-15,1083786,275005,271583,1289918.45,932703,975494
bd,2026-04-11,297223,70856,76973,340608.17,247134,269173
t3,2025-12-18,1711162,583153,362702,3421533.4,1575340,1628280
t3,2026-01-03,2021517,592989,344830,3577732.33,1730043,1919003
bd,2025-10-05,279594,61270,67337,285769.06,214024,250927
la,2026-03-02,34548,9480,10400,42962.33,27029,31781
se,2026-01-28,167731,45781,40133,1243479.3,136636,153498
my,2026-05-04,975700,222496,254584,1570492.35,869577,902716
cz,2025-09-10,134281,40269,38656,681647.56,103468,115820
la,2026-06-26,36561,11399,12658,55558.13,30669,34427
kh,2026-01-14,97490,24589,26641,150861.56,88457,90807
hu,2025-08-17,122377,32845,31860,597068.21,79851,100931
no,2025-08-17,125243,29593,29156,1069529.54,99108,110985
mm,2025-08-17,130283,29698,34384,213196.07,103181,111600
hu,2026-03-17,123846,31049,35124,615086.65,101055,109983
at,2025-08-03,139359,48823,39464,1185869.04,112264,121763
hk,2025-10-19,389015,108797,95808,2013482.48,352373,367584
tw,2026-01-15,1230133,417854,453732,3537988.9,1166689,1177689
sg,2025-09-23,211602,61767,61096,1140490.12,194037,194599
hk,2026-03-18,311919,76808,64480,1290602.18,275377,283311
pk,2025-08-02,977178,240341,238660,1040310.58,805095,850156
at,2025-07-21,98922,32573,28063,824269.77,76594,83989
kh,2026-05-06,107510,24971,27047,156380.07,95451,98042
cz,2026-04-10,158999,49196,48419,957189.84,131258,141109
my,2026-05-02,1094576,240289,273402,1808694.71,970510,1015190
se,2026-03-14,214728,53691,54422,1743427.23,176329,197604
ph,2026-03-14,1347931,330320,414229,2769048.82,1165311,1227499
pk,2025-11-14,944454,247988,247160,1059480.73,816723,846697
la,2025-11-14,34100,9287,10322,42499.96,28699,30686
ph,2025-09-13,1357451,356009,402943,2697975.06,1142188,1248230
hu,2025-09-13,117174,37075,32571,629073.4,90760,99513
my,2026-02-07,975420,237297,262470,1746137.49,855699,911631
hk,2025-11-28,299010,82889,65775,1349964.24,275311,282403
no,2025-08-31,130476,33749,30794,1128503.88,108001,120406
se,2025-08-30,220825,66772,55898,1684470.25,169369,194608
bd,2026-06-24,315301,71434,76142,346041.55,250760,278942
hu,2025-08-05,114173,34278,30905,542166.48,86342,93276
pk,2025-09-26,917088,234485,241245,1019582.69,784984,813226
tw,2026-01-27,1332643,427585,460213,3579826.54,1247175,1277328
ph,2026-02-09,1201178,305766,332377,2056990.03,1049736,1113469
ph,2025-09-11,1222368,316243,355480,2248065.38,1054405,1121530
kh,2026-06-21,104456,25643,27958,183266.22,4748,5282
hk,2026-06-21,370751,103449,91395,2004046.46,21569,23561
sg,2026-02-05,219535,61981,57874,1168608.55,205609,206483
cz,2025-07-12,128221,37517,36073,695681.29,98038,109502
sg,2025-09-15,215346,58999,57265,1123669.18,194583,195433
se,2026-01-24,239202,71499,61153,2023629.7,202458,223765
no,2026-01-24,106296,25366,25359,980284.95,94849,99990
sg,2026-05-01,304284,92851,94436,1981058.07,285482,286354
cz,2026-03-12,137674,39555,42594,784648.24,111573,119824
t3,2026-03-12,1899350,551865,357242,3607428.42,1607925,1678214
ph,2025-12-22,1247492,340218,375268,2549133.1,1042966,1144272
at,2026-06-22,105608,35501,29899,918339.23,80959,93060
bd,2026-04-20,295233,69079,74779,323975.8,245138,266804
se,2026-04-20,139053,38159,35252,1032858.76,109527,127683
tw,2025-11-29,1465491,481975,517851,4312407.67,1366507,1391427
cz,2025-07-25,121542,37986,36773,660756.63,94618,102705
hu,2025-07-25,119718,36720,32841,583428.58,92444,98158
mm,2025-07-25,129128,31888,35534,205427.05,106497,112608
cz,2025-07-26,117083,35575,34047,655555.09,89651,99725
t3,2025-10-23,1805561,600043,362433,3418201.4,1620295,1677065
t3,2026-03-24,1988973,558056,307779,2879775.95,1582802,1640815
mm,2026-03-24,136409,33204,37005,242633.31,112760,123155
no,2026-05-26,76466,16587,15673,620718.17,64637,72219
bd,2026-02-17,264490,61847,66961,308574.16,218751,239134
hk,2026-01-22,338649,85116,64437,1267520.37,318551,324125
cz,2025-09-16,122260,36761,36189,628011.07,95962,103888
ph,2025-12-10,1205974,347098,378455,2351705.95,1060511,1128345
se,2025-12-24,106672,18359,12134,384581.19,48901,93122
ph,2025-11-03,1261059,284922,314512,1965440.85,907582,1157167
cz,2025-11-03,114499,34199,33847,587908.09,89595,97244
la,2025-08-09,37503,10215,11403,46782.86,30982,33116
t3,2026-01-23,1868988,587519,348872,3467006.84,1663999,1793574
cz,2025-10-21,119581,37793,37309,644105.09,89654,96421
tw,2025-10-25,1630010,488345,529884,4489381.57,1478510,1537079
hu,2026-01-08,153973,38570,29594,567718.08,110165,140435
bd,2025-07-17,304877,63754,68990,302367.82,232711,271402
at,2025-07-02,98033,33654,29250,868272.9,78528,84348
mm,2026-04-03,140329,33484,36975,253068.24,117150,127074
bd,2026-06-20,307718,70261,75186,355302.85,241142,276109
tw,2025-12-27,1513861,487035,525197,4336873.8,1398095,1451159
ph,2026-01-09,1178988,330014,359770,2297924.38,995255,1088292
at,2025-09-04,99265,27416,22781,680268.38,75369,80850
sg,2025-09-04,230075,65846,64657,1270818.66,207372,208193
cz,2025-11-05,118892,37480,36985,652701.18,94807,101320
cz,2026-05-10,120278,36789,35822,728170.27,96294,107665
se,2026-05-10,206412,64975,56457,1663871.08,160873,193164
pk,2026-05-10,1399248,351344,352152,1719914.22,1218930,1280940
bd,2025-07-16,298396,59667,66167,279506.25,226370,259415
mm,2025-11-19,117669,29276,32339,194958.14,99658,105919
hu,2025-11-30,121347,37089,33289,640155.53,89576,109873
se,2026-04-19,200356,61972,55239,1683714.42,158236,187446
ph,2026-04-19,1344844,379128,420524,2673921.35,1175917,1246144
t3,2025-12-26,1763633,599482,366718,3521592.53,1624646,1678845
ph,2026-01-06,1130230,311820,339947,2112123.78,967936,1041865
no,2026-03-20,90441,21072,21627,885011.91,63789,67256
kh,2026-03-20,118792,25771,28618,172169.55,103947,106663
hu,2026-04-15,124134,40720,38565,735534.31,99947,104644
tw,2026-06-04,1322106,410374,440697,3556992.04,1214399,1255478
pk,2026-06-18,1148814,271978,263862,1268701.08,934217,1032899
tw,2025-09-07,1710819,470716,502697,4307003.9,1506499,1614824
mm,2026-02-13,121766,31158,34466,217624.49,106459,111682
ph,2026-02-13,1406580,365793,401922,2719492.01,1243043,1312172
my,2025-09-06,1018180,217986,242223,1513269.9,883473,919477
kh,2025-09-06,134372,25314,27784,174719.42,112537,117484
hk,2026-01-07,300529,81739,64747,1265166.87,279353,284727
bd,2025-10-26,279066,62939,67921,285589.56,224548,248679
tw,2026-02-28,1532566,468073,498892,4172506.29,1424139,1471234
pk,2026-02-28,848707,215257,214622,1012754.32,709828,775707
kh,2026-02-28,115920,28210,30995,192900.98,103309,106342
ph,2026-04-17,1345138,369694,410394,2552778.97,1181694,1243765
at,2026-03-21,114568,36842,32334,1036738.34,95029,101914
tw,2025-12-28,1532210,497172,535909,4455725.21,1423676,1468201
ph,2026-06-30,1379617,346282,376042,2387850.33,1161248,1254980
mm,2026-06-30,144540,34982,38069,273542.14,119535,133615
no,2025-08-24,124754,32374,29543,1070513.97,103143,114573
at,2025-10-01,106220,36937,30390,907355.56,86843,93405
at,2025-07-07,101691,33217,29029,860835.49,79225,86114
my,2026-04-13,898979,220104,250982,1533105.79,809129,838239
at,2026-02-25,97146,31895,27168,827522.76,81468,86866
my,2026-02-25,734354,150541,166085,1125383.7,633059,682362
hu,2026-03-07,126557,39730,35348,736226.44,106010,114255
sg,2026-03-07,280587,83449,83670,1755127.2,260671,261646
se,2025-10-29,181781,49211,41866,1201023.23,138867,156971
no,2025-10-29,75233,16524,15563,545994,64126,67684
kh,2026-02-11,111350,25901,27875,164497.81,99947,102746
pk,2025-09-20,946669,245587,250341,1054346.42,809476,839201
la,2025-11-21,32610,9042,9881,41210.46,27866,29567
ph,2026-04-28,1336745,349855,385706,2352938.54,1164298,1236093
tw,2026-06-16,1275806,392568,422079,3372786.48,1181112,1213490
my,2026-02-26,696786,150955,168423,1127707.5,618232,649819
tw,2026-02-26,1240151,401502,433303,3437791.46,1164484,1185669
no,2025-10-28,65659,15061,14295,503080.82,55072,58772
my,2026-04-29,1075028,235895,267581,1681785.62,959463,995415
mm,2025-08-12,120899,30543,33867,198830.54,99879,104245
my,2025-12-02,1010445,220599,243362,1456300.69,885593,920263
pk,2026-06-17,1129770,283515,276985,1313966.23,976051,1020207
no,2026-01-31,105601,25522,25778,1009519.73,93822,98212
no,2026-02-12,79809,18201,18304,688371.42,70081,73793
pk,2025-09-08,956453,179794,172866,705274.43,634380,855189
t3,2025-11-24,1720199,557781,340670,3279073.46,1571379,1629995
tw,2025-07-20,1707343,493942,535147,4859469.42,1525726,1596686
tw,2026-06-13,1435876,457686,497634,4231061.9,1317877,1371790
la,2026-06-13,36269,11416,12823,58542.09,30179,34271
se,2025-10-17,206287,62364,51337,1588040.87,163490,181307
se,2026-05-07,159350,45759,40834,1177979.62,130481,147767
t3,2025-08-01,1842089,610090,376277,3632715.41,1591188,1677597
mm,2025-12-30,118527,29422,32737,194422.42,103184,108598
bd,2025-12-19,265941,67367,73348,334124.63,209105,239798
hu,2026-04-12,124775,38615,35118,738499.04,93768,113604
my,2026-04-12,980317,227111,253856,1662086.57,844005,918342
cz,2025-09-22,120635,35667,35156,604719.88,91637,103506
hu,2025-12-04,139062,45195,40259,732983.67,115515,125946
